"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",59.124844,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",61.063675,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",62.385227,
"CAN","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",62.985828,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1981",35.608547,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1990",41.035633,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1991",41.804737,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1992",42.239288,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1993",43.039658,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1994",41.106148,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1995",41.758526,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1996",41.87772,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1997",41.972969,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1998",41.935081,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","1999",41.797504,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2000",42.431641,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2001",42.103996,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2002",41.867363,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2003",41.499706,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2004",42.226597,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2005",41.718143,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2006",41.572399,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2007",41.342281,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2008",41.263531,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2009",41.46767,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2010",41.546257,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2011",41.415436,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2012",40.879166,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2013",40.995361,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2014",40.611263,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2015",40.012466,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2016",39.174831,
"CAN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2017",39.287178,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1981",40.111115,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1990",40.824799,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1991",41.659874,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1992",42.390141,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1993",42.808128,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1994",39.627796,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1995",39.453426,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1996",39.569622,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1997",38.71936,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1998",38.920525,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1999",38.630238,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2000",38.706551,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2001",38.124252,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2002",37.756306,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2003",37.728596,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2004",37.320297,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2005",36.713604,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2006",35.772816,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2007",35.330006,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2008",35.336697,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2009",35.034676,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2010",34.379688,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2011",33.810738,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2012",32.473141,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2013",32.183186,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2014",32.175446,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2015",30.49069,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2016",29.565395,
"CAN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2017",29.595142,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","1994",12.340003,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","1995",13.079636,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","1997",12.869374,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","1998",12.322418,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","1999",12.623038,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2000",12.656393,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2001",12.883037,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2002",13.769989,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2003",13.568788,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2004",13.931434,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2005",14.475264,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2006",14.761487,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2007",14.830605,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2008",15.249544,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2009",16.176504,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2010",17.254253,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2011",18.417831,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2012",19.016911,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2013",19.962648,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2014",20.672594,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2015",20.964939,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2016",21.909687,
"CZE","EDUADULT","TRY_MEN","PC_25_64","A","2017",22.416576,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",7.8054962,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",8.1785927,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",8.3710794,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",8.4804907,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",9.0652227,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",9.284236,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",9.393425,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",10.125204,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",10.454591,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",10.768107,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",11.645926,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",12.281507,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",12.63084,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",13.740888,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",14.90211,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",16.267406,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",18.065575,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",19.544611,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",20.968353,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",22.367245,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",23.440073,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",24.062445,
"CZE","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",25.483604,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","1994",77.483406,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","1995",77.062347,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","1997",78.025963,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","1998",78.348221,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","1999",78.478691,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2000",78.327995,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2001",77.847427,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2002",78.624252,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2003",77.455849,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2004",79.378143,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2005",79.127762,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2006",78.976227,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2007",79.039024,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2008",78.870338,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2009",78.107689,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2010",77.528778,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2011",76.562912,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2012",75.807465,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2013",74.84005,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2014",74.483772,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2015",74.027802,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2016",73.080116,
"CZE","EDUADULT","UPPSRY_MEN","PC_25_64","A","2017",72.735123,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1994",67.983719,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1995",68.526855,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1997",70.72052,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1998",71.587105,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1999",71.969849,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2000",71.658012,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2001",72.326942,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2002",73.364937,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2003",71.394867,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2004",74.096954,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2005",74.61393,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2006",74.537148,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2007",74.557251,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2008",73.914314,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2009",73.572708,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2010",72.786613,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2011",71.573494,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2012",70.482307,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2013",69.824356,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2014",68.810608,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2015",67.837448,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2016",67.758606,
"CZE","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2017",66.911522,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","1981",15.531924,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","1988",17.721519,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","1991",18.249289,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","1992",18.965202,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","1994",19.241957,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","1995",21.095289,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","1998",24.246071,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","1999",25.949448,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2000",24.432135,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2001",25.909626,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2002",27.551037,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2003",30.284622,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2004",30.813038,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2005",30.949152,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2006",32.464222,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2007",28.318111,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2008",28.952282,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2009",29.112455,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2010",30.168686,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2011",29.720867,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2012",29.80813,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2013",30.276464,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2014",30.955563,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2015",31.716614,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2016",33.52124,
"DNK","EDUADULT","TRY_MEN","PC_25_64","A","2017",33.796181,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1981",13.891511,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1988",17.285822,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1991",18.390015,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1992",19.446356,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1994",20.001463,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1995",22.09598,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",26.507191,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",27.086575,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",27.176115,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",30.982752,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",31.70907,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",33.449036,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",34.922371,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",36.18129,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",37.015888,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",33.536175,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",33.926411,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",35.83601,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",36.417156,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",37.758144,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",39.862782,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",40.672806,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",40.692032,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",42.565228,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",42.886276,
"DNK","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",44.714474,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","1981",40.950172,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","1988",44.52718,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","1991",47.283806,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","1992",44.419487,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","1994",44.83593,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","1995",48.418354,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","1998",56.843605,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","1999",56.671906,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2000",57.105824,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2001",56.247536,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2002",54.607124,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2003",52.787243,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2004",52.912167,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2005",51.419804,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2006",50.936111,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2007",47.164268,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2008",46.171612,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2009",47.043861,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2010",46.36348,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2011",47.525124,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2012",47.861485,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2013",47.493137,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2014",47.330097,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2015",47.36483,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2016",45.836121,
"DNK","EDUADULT","UPPSRY_MEN","PC_25_64","A","2017",45.623226,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1981",30.110039,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1988",34.723274,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1991",38.976166,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1992",34.881546,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1994",35.787689,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1995",39.254013,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1998",49.326031,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1999",49.407791,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2000",50.778893,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2001",48.151619,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2002",48.296307,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2003",44.522396,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2004",43.747814,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2005",43.46133,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2006",42.832169,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2007",39.515396,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2008",38.51656,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2009",37.498558,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2010",38.283974,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2011",38.783001,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2012",38.264271,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2013",38.100151,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2014",40.141644,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2015",39.117821,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2016",39.268501,
"DNK","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2017",38.541245,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2000",29.40193,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2003",29.457676,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2004",29.973473,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2005",29.93437,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2006",30.008163,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2007",31.142788,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2008",31.022511,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2009",31.355534,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2010",32.415871,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2011",33.023373,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2012",33.281662,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2013",34.131176,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2014",35.209499,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2015",36.266994,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2016",36.531628,
"FIN","EDUADULT","TRY_MEN","PC_25_64","A","2017",36.63578,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",35.872776,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",36.957314,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",38.462265,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",39.401237,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",40.362099,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",41.661633,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",42.23674,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",43.27985,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",43.969322,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",45.724716,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",46.156898,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",47.075142,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",48.469807,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",49.341976,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",50.7971,
"FIN","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",52.151714,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2000",42.225533,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2003",45.068195,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2004",45.821129,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2005",46.722404,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2006",47.453903,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2007",47.185406,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2008",47.730659,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2009",48.205776,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2010",48.339851,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2011",48.216892,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2012",48.991562,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2013",49.326359,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2014",48.683132,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2015",48.035625,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2016",48.827293,
"FIN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2017",48.396294,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2000",38.846569,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2003",40.621685,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2004",41.021999,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2005",41.551853,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2006",41.485794,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2007",41.067326,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2008",41.194996,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2009",41.145164,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2010",41.276569,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2011",40.527706,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2012",41.210335,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2013",41.292404,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2014",40.701469,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2015",40.715591,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2016",39.710144,
"FIN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2017",39.095551,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","1981",11.210862,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","1989",14.125678,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","1991",15.401535,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","1992",16.332909,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","1994",17.701109,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","1995",18.357353,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","1997",19.722708,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","1998",20.113913,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","1999",21.008406,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2000",21.128117,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2001",22.476124,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2002",23.09079,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2003",23.044415,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2004",23.301405,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2005",24.25996,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2006",24.740557,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2007",25.263466,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2008",25.313351,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2009",26.667507,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2010",27.267246,
"FRA","EDUADULT","TRY_MEN","PC_25_64","A","2011",28.037289,
